id,product,slug,serial,title,source_file,body_source,char_count,verdict,priority,issue_codes,reason,gemini_batch
THEME-LOVE-07,tarot,love-0007,love-0007,伴侶相處卡住時，先問哪五個問題？,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1089,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1089 字。 「伴侶衝突」正文小標高度模板化，實際小標包含「伴侶衝突真正要整理的是什麼？」、「伴侶衝突有哪些可觀察線索？」、「把伴侶衝突變成下一步」、「伴侶衝突不能代表什麼？」。 「伴侶衝突」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-05
TAROT-M16,tarot,tarot-0007,tarot-0007,高塔牌意思：正位、逆位、關係與工作變動怎麼看,app/web/static/article-registry.js,app/web/static/article-card-face-50.js,1300,LIGHT_EDIT,P2,SEARCH_INTENT_LAG,app/web/static/article-card-face-50.js，正文 1300 字。 主關鍵字「高塔牌意思」未在正文前 130 字內自然回答。,
ASTRO-JUPITER-01,astro,astrology-0008,astrology-0008,木星星座是什麼？成長、信念與機會感怎麼看,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1049,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1049 字。 「木星星座」正文小標高度模板化，實際小標包含「木星星座真正要整理的是什麼？」、「木星星座有哪些可觀察線索？」、「把木星星座變成下一步」、「木星星座不能代表什麼？」。 「木星星座」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-05
THEME-CAREER-08,fortune,career-0008,career-0008,命盤怎麼看事業節奏？先分清傾向、時機與決策,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1134,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1134 字。 「命盤事業節奏」正文小標高度模板化，實際小標包含「命盤事業節奏真正要整理的是什麼？」、「命盤事業節奏有哪些可觀察線索？」、「把命盤事業節奏變成下一步」、「命盤事業節奏不能代表什麼？」。 「命盤事業節奏」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-05
CHART-ZIWEI-06,fortune,fortune-0008,fortune-0008,田宅宮是什麼？家庭、安全感與居住關係怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-second-batch.js,617,LIGHT_EDIT,P2,SHORT_BODY,app/web/static/article-bodies-second-batch.js，正文 617 字。 正文僅 617 字，低於基礎概念文建議長度。,
THEME-LIFE-08,fortune,life-direction-0008,life-direction-0008,人生方向不用一次選完，可以怎麼分階段整理？,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1174,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1174 字。 「人生方向分階段」正文小標高度模板化，實際小標包含「人生方向分階段真正要整理的是什麼？」、「人生方向分階段有哪些可觀察線索？」、「把人生方向分階段變成下一步」、「人生方向分階段不能代表什麼？」。 「人生方向分階段」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-06
THEME-WEALTH-08,fortune,wealth-0008,wealth-0008,財富和事業差在哪？一個看資源，一個看工作位置,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1166,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1166 字。 「財富與事業差別」正文小標高度模板化，實際小標包含「財富與事業差別真正要整理的是什麼？」、「財富與事業差別有哪些可觀察線索？」、「把財富與事業差別變成下一步」、「財富與事業差別不能代表什麼？」。 「財富與事業差別」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-06
THEME-INTERPERSONAL-08,personality,interpersonal-0008,interpersonal-0008,命盤怎麼看長期人際課題？把象徵轉成可核對的模式,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1146,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1146 字。 「命盤人際課題」正文小標高度模板化，實際小標包含「命盤人際課題真正要整理的是什麼？」、「命盤人際課題有哪些可觀察線索？」、「把命盤人際課題變成下一步」、「命盤人際課題不能代表什麼？」。 「命盤人際課題」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-06
MBTI-TYPE-ENFP,personality,personality-0008,personality-0008,ENFP 是什麼？熱情、關係、人際與人生方向怎麼看,app/web/static/article-registry.js,app/web/static/article-meta.js::fallback-or-inline,745,LIGHT_EDIT,P2,SHORT_BODY|LOW_SCENARIO_DENSITY,app/web/static/article-meta.js::fallback-or-inline，正文 745 字。 正文僅 745 字，低於基礎概念文建議長度。 具體情境/可觀察動詞密度偏低，偵測到 6 個具體訊號。,
THEME-LOVE-08,tarot,love-0008,love-0008,命盤怎麼看感情裡的長期模式？先理解傾向與現實差別,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1140,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1140 字。 「命盤感情模式」正文小標高度模板化，實際小標包含「命盤感情模式真正要整理的是什麼？」、「命盤感情模式有哪些可觀察線索？」、「把命盤感情模式變成下一步」、「命盤感情模式不能代表什麼？」。 「命盤感情模式」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-06
TAROT-M21,tarot,tarot-0008,tarot-0008,世界牌意思：正位、逆位、完成與下一階段怎麼看,app/web/static/article-registry.js,app/web/static/article-card-face-50.js,1321,LIGHT_EDIT,P2,SEARCH_INTENT_LAG,app/web/static/article-card-face-50.js，正文 1321 字。 主關鍵字「世界牌意思」未在正文前 130 字內自然回答。,
ASTRO-SATURN-01,astro,astrology-0009,astrology-0009,土星星座是什麼？責任、限制與成熟怎麼看,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1071,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1071 字。 「土星星座」正文小標高度模板化，實際小標包含「土星星座真正要整理的是什麼？」、「土星星座有哪些可觀察線索？」、「把土星星座變成下一步」、「土星星座不能代表什麼？」。 「土星星座」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-06
THEME-CAREER-09,fortune,career-0009,career-0009,主管同事關係不順，先看權責、溝通還是信任？,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1143,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1143 字。 「職場人際卡住」正文小標高度模板化，實際小標包含「職場人際卡住真正要整理的是什麼？」、「職場人際卡住有哪些可觀察線索？」、「把職場人際卡住變成下一步」、「職場人際卡住不能代表什麼？」。 「職場人際卡住」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-07
CHART-ZIWEI-07,fortune,fortune-0009,fortune-0009,事業宮是什麼？工作方向與被看見怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-second-batch.js,647,LIGHT_EDIT,P2,SHORT_BODY,app/web/static/article-bodies-second-batch.js，正文 647 字。 正文僅 647 字，低於基礎概念文建議長度。,
THEME-LIFE-09,fortune,life-direction-0009,life-direction-0009,感情、事業、人際、財富、方向，現在該先處理哪一個？,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1184,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1184 字。 「人生問題優先順序」正文小標高度模板化，實際小標包含「人生問題優先順序真正要整理的是什麼？」、「人生問題優先順序有哪些可觀察線索？」、「把人生問題優先順序變成下一步」、「人生問題優先順序不能代表什麼？」。 「人生問題優先順序」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-07
THEME-WEALTH-09,fortune,wealth-0009,wealth-0009,人格特質怎麼影響花錢與冒險？看決策習慣，不貼標籤,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1142,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1142 字。 「人格花錢模式」正文小標高度模板化，實際小標包含「人格花錢模式真正要整理的是什麼？」、「人格花錢模式有哪些可觀察線索？」、「把人格花錢模式變成下一步」、「人格花錢模式不能代表什麼？」。 「人格花錢模式」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-07
THEME-INTERPERSONAL-09,personality,interpersonal-0009,interpersonal-0009,為什麼有人陪仍覺得孤獨？看連結品質，不只看人數,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1168,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1168 字。 「人群中的孤獨感」正文小標高度模板化，實際小標包含「人群中的孤獨感真正要整理的是什麼？」、「人群中的孤獨感有哪些可觀察線索？」、「把人群中的孤獨感變成下一步」、「人群中的孤獨感不能代表什麼？」。 「人群中的孤獨感」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-07
MBTI-TYPE-ENTJ,personality,personality-0009,personality-0009,ENTJ 是什麼？感情、事業與控制感怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-second-batch.js,755,LIGHT_EDIT,P2,SHORT_BODY,app/web/static/article-bodies-second-batch.js，正文 755 字。 正文僅 755 字，低於基礎概念文建議長度。,
THEME-LOVE-09,tarot,love-0009,love-0009,感情塔羅抽到逆位代表不好嗎？先看阻塞、過度與延遲,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1139,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1139 字。 「感情塔羅逆位」正文小標高度模板化，實際小標包含「感情塔羅逆位真正要整理的是什麼？」、「感情塔羅逆位有哪些可觀察線索？」、「把感情塔羅逆位變成下一步」、「感情塔羅逆位不能代表什麼？」。 「感情塔羅逆位」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-07
TAROT-M02,tarot,tarot-0009,tarot-0009,女祭司牌意思：正位、逆位與感情直覺怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-second-batch.js + app/web/static/article-card-face-50.js,1306,LIGHT_EDIT,P2,SEARCH_INTENT_LAG,app/web/static/article-bodies-second-batch.js + app/web/static/article-card-face-50.js，正文 1306 字。 主關鍵字「女祭司牌意思」未在正文前 130 字內自然回答。,
ASTRO-HOUSES-01,astro,astrology-0010,astrology-0010,星盤宮位是什麼？十二宮如何對應不同生活領域,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1079,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1079 字。 「星盤宮位」正文小標高度模板化，實際小標包含「星盤宮位真正要整理的是什麼？」、「星盤宮位有哪些可觀察線索？」、「把星盤宮位變成下一步」、「星盤宮位不能代表什麼？」。 「星盤宮位」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-08
THEME-CAREER-10,fortune,career-0010,career-0010,職涯迷惘時，第一步不是找天職，而是縮小問題,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1088,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1088 字。 「職涯迷惘」正文小標高度模板化，實際小標包含「職涯迷惘真正要整理的是什麼？」、「職涯迷惘有哪些可觀察線索？」、「把職涯迷惘變成下一步」、「職涯迷惘不能代表什麼？」。 「職涯迷惘」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-08
CHART-ZIWEI-08,fortune,fortune-0010,fortune-0010,兄弟宮是什麼？手足互動、同輩關係與支持方式怎麼看,app/web/static/article-registry.js,app/web/static/article-expansion-50c-fortune.js,1595,KEEP,P3,,app/web/static/article-expansion-50c-fortune.js，正文 1595 字。 ,
THEME-LIFE-10,fortune,life-direction-0010,life-direction-0010,人生方向問題怎麼問，才不會太空泛？,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1121,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1121 字。 「人生方向問題」正文小標高度模板化，實際小標包含「人生方向問題真正要整理的是什麼？」、「人生方向問題有哪些可觀察線索？」、「把人生方向問題變成下一步」、「人生方向問題不能代表什麼？」。 「人生方向問題」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-08
THEME-WEALTH-10,fortune,wealth-0010,wealth-0010,塔羅可以怎麼整理短期金錢提醒？,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1070,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1070 字。 「金錢塔羅」正文小標高度模板化，實際小標包含「金錢塔羅真正要整理的是什麼？」、「金錢塔羅有哪些可觀察線索？」、「把金錢塔羅變成下一步」、「金錢塔羅不能代表什麼？」。 「金錢塔羅」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-08
THEME-INTERPERSONAL-10,personality,interpersonal-0010,interpersonal-0010,人際問題怎麼問塔羅，才不會變成控制別人？,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1126,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1126 字。 「人際塔羅問題」正文小標高度模板化，實際小標包含「人際塔羅問題真正要整理的是什麼？」、「人際塔羅問題有哪些可觀察線索？」、「把人際塔羅問題變成下一步」、「人際塔羅問題不能代表什麼？」。 「人際塔羅問題」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-08
MBTI-TYPE-ENTP,personality,personality-0010,personality-0010,ENTP 是什麼？感情、工作與三分鐘熱度怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-second-batch.js,700,LIGHT_EDIT,P2,SHORT_BODY|LOW_SCENARIO_DENSITY,app/web/static/article-bodies-second-batch.js，正文 700 字。 正文僅 700 字，低於基礎概念文建議長度。 具體情境/可觀察動詞密度偏低，偵測到 5 個具體訊號。,
THEME-LOVE-10,tarot,love-0010,love-0010,感情裡該主動、等待還是放下？用三種成本做選擇,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1129,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1129 字。 「主動等待放下」正文小標高度模板化，實際小標包含「主動等待放下真正要整理的是什麼？」、「主動等待放下有哪些可觀察線索？」、「把主動等待放下變成下一步」、「主動等待放下不能代表什麼？」。 「主動等待放下」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-09
TAROT-M18,tarot,tarot-0010,tarot-0010,月亮牌意思：正位、逆位與感情焦慮怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-second-batch.js + app/web/static/article-card-face-50.js,1250,LIGHT_EDIT,P2,SEARCH_INTENT_LAG,app/web/static/article-bodies-second-batch.js + app/web/static/article-card-face-50.js，正文 1250 字。 主關鍵字「月亮牌意思」未在正文前 130 字內自然回答。,
ASTRO-SUN-ARIES-01,astro,astrology-0011,astrology-0011,牡羊座是什麼？從主動性、競爭感與行動節奏理解太陽星座,app/web/static/article-registry.js,app/web/static/article-expansion-50c-astro.js,1772,KEEP,P3,,app/web/static/article-expansion-50c-astro.js，正文 1772 字。 ,
THEME-CAREER-11,fortune,career-0011,career-0011,工作問題怎麼問塔羅？把預測題改成可行動的問題,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1131,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1131 字。 「工作塔羅問題」正文小標高度模板化，實際小標包含「工作塔羅問題真正要整理的是什麼？」、「工作塔羅問題有哪些可觀察線索？」、「把工作塔羅問題變成下一步」、「工作塔羅問題不能代表什麼？」。 「工作塔羅問題」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-09
CHART-ZIWEI-09,fortune,fortune-0011,fortune-0011,子女宮是什麼？親子互動、照顧方式與創造成果怎麼看,app/web/static/article-registry.js,app/web/static/article-expansion-50c-fortune.js,1627,KEEP,P3,,app/web/static/article-expansion-50c-fortune.js，正文 1627 字。 ,
THEME-LIFE-11,fortune,life-direction-0011,life-direction-0011,年度人生方向報告適合看什麼？用主題追蹤變化,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1191,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1191 字。 「年度人生方向報告」正文小標高度模板化，實際小標包含「年度人生方向報告真正要整理的是什麼？」、「年度人生方向報告有哪些可觀察線索？」、「把年度人生方向報告變成下一步」、「年度人生方向報告不能代表什麼？」。 「年度人生方向報告」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-09
THEME-WEALTH-11,fortune,wealth-0011,wealth-0011,財富問題最不該怎麼問？避開必中、翻倍與讀心,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1117,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1117 字。 「金錢命理問法」正文小標高度模板化，實際小標包含「金錢命理問法真正要整理的是什麼？」、「金錢命理問法有哪些可觀察線索？」、「把金錢命理問法變成下一步」、「金錢命理問法不能代表什麼？」。 「金錢命理問法」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-09
THEME-INTERPERSONAL-11,personality,interpersonal-0011,interpersonal-0011,社群裡總扮演同一個角色？用人格偏好看分工與壓力,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1175,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1175 字。 「社群角色與人格」正文小標高度模板化，實際小標包含「社群角色與人格真正要整理的是什麼？」、「社群角色與人格有哪些可觀察線索？」、「把社群角色與人格變成下一步」、「社群角色與人格不能代表什麼？」。 「社群角色與人格」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-09
MBTI-TYPE-ISFJ,personality,personality-0011,personality-0011,ISFJ 是什麼？感情、工作與責任感怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-second-batch.js,648,LIGHT_EDIT,P2,SHORT_BODY,app/web/static/article-bodies-second-batch.js，正文 648 字。 正文僅 648 字，低於基礎概念文建議長度。,
THEME-LOVE-11,tarot,love-0011,love-0011,如何分辨感情直覺和焦慮？看訊息來源與身體反應,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1166,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1166 字。 「感情直覺與焦慮」正文小標高度模板化，實際小標包含「感情直覺與焦慮真正要整理的是什麼？」、「感情直覺與焦慮有哪些可觀察線索？」、「把感情直覺與焦慮變成下一步」、「感情直覺與焦慮不能代表什麼？」。 「感情直覺與焦慮」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-10
TAROT-M14,tarot,tarot-0011,tarot-0011,節制牌意思：正位、逆位與關係修復怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-second-batch.js + app/web/static/article-card-face-50.js,1222,LIGHT_EDIT,P2,SEARCH_INTENT_LAG,app/web/static/article-bodies-second-batch.js + app/web/static/article-card-face-50.js，正文 1222 字。 主關鍵字「節制牌意思」未在正文前 130 字內自然回答。,
ASTRO-SUN-TAURUS-01,astro,astrology-0012,astrology-0012,金牛座是什麼？從穩定感、感官需求與累積方式理解太陽星座,app/web/static/article-registry.js,app/web/static/article-expansion-50c-astro.js,1813,KEEP,P3,,app/web/static/article-expansion-50c-astro.js，正文 1813 字。 ,
THEME-CAREER-12,fortune,career-0012,career-0012,年度事業報告該看什麼？用季度節點整理工作計畫,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1144,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1144 字。 「年度事業報告」正文小標高度模板化，實際小標包含「年度事業報告真正要整理的是什麼？」、「年度事業報告有哪些可觀察線索？」、「把年度事業報告變成下一步」、「年度事業報告不能代表什麼？」。 「年度事業報告」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-10
CHART-ZIWEI-10,fortune,fortune-0012,fortune-0012,遷移宮是什麼？外出環境、移動適應與他人眼中的你怎麼看,app/web/static/article-registry.js,app/web/static/article-expansion-50c-fortune.js,1604,KEEP,P3,,app/web/static/article-expansion-50c-fortune.js，正文 1604 字。 ,
THEME-LIFE-12,fortune,life-direction-0012,life-direction-0012,完整命書和主題小報告差在哪？先看問題範圍,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1187,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1187 字。 「完整命書與小報告」正文小標高度模板化，實際小標包含「完整命書與小報告真正要整理的是什麼？」、「完整命書與小報告有哪些可觀察線索？」、「把完整命書與小報告變成下一步」、「完整命書與小報告不能代表什麼？」。 「完整命書與小報告」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-10
THEME-WEALTH-12,fortune,wealth-0012,wealth-0012,財富小報告怎麼設計才有用？聚焦一個決策週期,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1086,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1086 字。 「財富小報告」正文小標高度模板化，實際小標包含「財富小報告真正要整理的是什麼？」、「財富小報告有哪些可觀察線索？」、「把財富小報告變成下一步」、「財富小報告不能代表什麼？」。 「財富小報告」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-10
THEME-INTERPERSONAL-12,personality,interpersonal-0012,interpersonal-0012,人際主題報告適合看什麼？從互動模式到界線練習,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1126,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1126 字。 「人際主題報告」正文小標高度模板化，實際小標包含「人際主題報告真正要整理的是什麼？」、「人際主題報告有哪些可觀察線索？」、「把人際主題報告變成下一步」、「人際主題報告不能代表什麼？」。 「人際主題報告」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-10
MBTI-TYPE-INTP,personality,personality-0012,personality-0012,INTP 是什麼？感情、工作與想太多怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-next-30.js,846,LIGHT_EDIT,P2,SHORT_BODY,app/web/static/article-bodies-next-30.js，正文 846 字。 正文僅 846 字，低於基礎概念文建議長度。,
THEME-LOVE-12,tarot,love-0012,love-0012,感情主題報告適合看什麼？先確認資料、問題與邊界,app/web/static/article-registry.js,app/web/static/article-expansion-50.js,1147,GEMINI_REWRITE,P0,TEMPLATE_STRUCTURE|REPEATED_BATCH_COPY,app/web/static/article-expansion-50.js，正文 1147 字。 「感情主題報告」正文小標高度模板化，實際小標包含「感情主題報告真正要整理的是什麼？」、「感情主題報告有哪些可觀察線索？」、「把感情主題報告變成下一步」、「感情主題報告不能代表什麼？」。 「感情主題報告」使用「核心不是找一句立刻生效的答案」或「公開文章能提供整理框架」這類批次完整句型。,P0-batch-11
TAROT-M03,tarot,tarot-0012,tarot-0012,皇后牌意思：正位、逆位與感情安全感怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-next-30.js + app/web/static/article-card-face-50.js,1525,LIGHT_EDIT,P2,SEARCH_INTENT_LAG,app/web/static/article-bodies-next-30.js + app/web/static/article-card-face-50.js，正文 1525 字。 主關鍵字「皇后牌意思」未在正文前 130 字內自然回答。,
ASTRO-SUN-GEMINI-01,astro,astrology-0013,astrology-0013,雙子座是什麼？從資訊交換、好奇心與角色切換理解太陽星座,app/web/static/article-registry.js,app/web/static/article-expansion-50c-astro.js,1807,KEEP,P3,,app/web/static/article-expansion-50c-astro.js，正文 1807 字。 ,
CHART-ZIWEI-11,fortune,fortune-0013,fortune-0013,疾厄宮是什麼？壓力反應、身體照顧與恢復習慣怎麼看,app/web/static/article-registry.js,app/web/static/article-expansion-50c-fortune.js,1609,KEEP,P3,,app/web/static/article-expansion-50c-fortune.js，正文 1609 字。 ,
MBTI-TYPE-ISTJ,personality,personality-0013,personality-0013,ISTJ 是什麼？感情、工作與責任壓力怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-next-30.js,824,LIGHT_EDIT,P2,SHORT_BODY,app/web/static/article-bodies-next-30.js，正文 824 字。 正文僅 824 字，低於基礎概念文建議長度。,
TAROT-M04,tarot,tarot-0013,tarot-0013,皇帝牌意思：正位、逆位與關係控制感怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-next-30.js + app/web/static/article-card-face-50.js,1423,LIGHT_EDIT,P2,SEARCH_INTENT_LAG,app/web/static/article-bodies-next-30.js + app/web/static/article-card-face-50.js，正文 1423 字。 主關鍵字「皇帝牌意思」未在正文前 130 字內自然回答。,
ASTRO-SUN-CANCER-01,astro,astrology-0014,astrology-0014,巨蟹座是什麼？從情緒記憶、照顧方式與歸屬感理解太陽星座,app/web/static/article-registry.js,app/web/static/article-expansion-50c-astro.js,1798,KEEP,P3,,app/web/static/article-expansion-50c-astro.js，正文 1798 字。 ,
CHART-ZIWEI-12,fortune,fortune-0014,fortune-0014,交友宮是什麼？朋友、合作對象與社群位置怎麼看,app/web/static/article-registry.js,app/web/static/article-expansion-50c-fortune.js,1596,KEEP,P3,,app/web/static/article-expansion-50c-fortune.js，正文 1596 字。 ,
MBTI-TYPE-ISTP,personality,personality-0014,personality-0014,ISTP 是什麼？感情、工作與保持距離怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-next-30.js,830,LIGHT_EDIT,P2,SHORT_BODY,app/web/static/article-bodies-next-30.js，正文 830 字。 正文僅 830 字，低於基礎概念文建議長度。,
TAROT-M05,tarot,tarot-0014,tarot-0014,教皇牌意思：正位、逆位與承諾壓力怎麼看,app/web/static/article-registry.js,app/web/static/article-bodies-next-30.js + app/web/static/article-card-face-50.js,1416,LIGHT_EDIT,P2,SEARCH_INTENT_LAG,app/web/static/article-bodies-next-30.js + app/web/static/article-card-face-50.js，正文 1416 字。 主關鍵字「教皇牌意思」未在正文前 130 字內自然回答。,
ASTRO-SUN-LEO-01,astro,astrology-0015,astrology-0015,獅子座是什麼？從創造力、被看見與自我表達理解太陽星座,app/web/static/article-registry.js,app/web/static/article-expansion-50c-astro.js,1820,KEEP,P3,,app/web/static/article-expansion-50c-astro.js，正文 1820 字。 ,
